Results Table 1
,Specimen label,Maximum Load,Tensile stress at Maximum Load,Tensile strain (Extension) at Maximum Load,Load at Break (Standard),Tensile stress at Break (Standard),Tensile strain (Extension) at Break (Standard),Tensile stress at Yield (Zero Slope),Modulus (E-modulus),Comment
,,(N),(MPa),(%),(N),(MPa),(%),(MPa),(MPa),
"1","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Coefficient of variation","","-----","-----","-----","-----","-----","-----","-----","-----",""
"Maximum","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Mean","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Median","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Minimum","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Range","","0.00","0.00","0.00","0.00","0.00","0.00","-----","-----",""
"Standard deviation","","-----","-----","-----","-----","-----","-----","-----","-----",""
"Mean + 1 SD","","-----","-----","-----","-----","-----","-----","-----","-----",""
"Mean - 1 SD","","-----","-----","-----","-----","-----","-----","-----","-----",""

Results Table 2


1,Time,Displacement,Force
"","71.4000","71.3637","0.0201"
"","71.5000","71.4636","0.0201"
"","71.6000","71.5638","0.0201"
"","71.7000","71.6637","0.0201"
"","71.8000","71.7637","0.0201"
"","71.9000","71.8637","0.0201"
"","72.0000","71.9637","0.0201"
"","72.1000","72.0636","0.0201"
"","72.2000","72.1637","0.0201"
"","72.3000","72.2637","0.0201"
"","72.4000","72.3637","0.0201"
"","72.5000","72.4636","0.0202"
"","72.6000","72.5637","0.0202"
"","72.7000","72.6636","0.0202"
"","72.8000","72.7637","0.0202"
"","72.9000","72.8636","0.0202"
"","73.0000","72.9636","0.0202"
"","73.1000","73.0636","0.0202"
"","73.2000","73.1636","0.0202"
"","73.3000","73.2636","0.0202"
"","73.4000","73.3636","0.0202"
"","73.5000","73.4637","0.0202"
"","73.6000","73.5636","0.0203"
"","73.7000","73.6637","0.0202"
"","73.8000","73.7637","0.0203"
"","73.9000","73.8636","0.0203"
"","74.0000","73.9637","0.0203"
"","74.1000","74.0638","0.0203"
"","74.2000","74.1638","0.0203"
"","74.3000","74.2636","0.0203"
"","74.4000","74.3637","0.0203"
"","74.5000","74.4637","0.0203"
"","74.6000","74.5637","0.0203"
"","74.7000","74.6637","0.0203"
"","74.8000","74.7637","0.0203"
"","74.9000","74.8635","0.0203"
"","75.0000","74.9637","0.0204"
"","75.1000","75.0636","0.0204"
"","75.2000","75.1637","0.0204"
"","75.3000","75.2637","0.0204"
"","75.4000","75.3638","0.0204"
"","75.5000","75.4637","0.0204"
"","75.6000","75.5638","0.0204"
"","75.7000","75.6637","0.0204"
"","75.8000","75.7636","0.0204"
"","75.9000","75.8637","0.0204"
"","76.0000","75.9636","0.0204"
"","76.1000","76.0637","0.0204"
"","76.2000","76.1636","0.0205"
"","76.3000","76.2637","0.0205"
"","76.4000","76.3636","0.0205"
"","76.5000","76.4637","0.0205"
"","76.6000","76.5637","0.0205"
"","76.7000","76.6637","0.0205"
"","76.8000","76.7636","0.0205"
"","76.9000","76.8637","0.0205"
"","77.0000","76.9637","0.0205"
"","77.1000","77.0637","0.0205"
"","77.2000","77.1637","0.0205"
"","77.3000","77.2637","0.0205"
"","77.4000","77.3638","0.0205"
"","77.5000","77.4635","0.0206"
"","77.6000","77.5637","0.0206"
"","77.7000","77.6635","0.0206"
"","77.8000","77.7636","0.0206"
"","77.9000","77.8636","0.0206"
"","78.0000","77.9638","0.0206"
"","78.1000","78.0637","0.0206"
"","78.2000","78.1638","0.0206"
"","78.3000","78.2636","0.0206"
"","78.4000","78.3636","0.0206"
"","78.5000","78.4637","0.0206"
"","78.6000","78.5637","0.0206"
"","78.7000","78.6638","0.0207"
"","78.8000","78.7636","0.0207"
"","78.9000","78.8637","0.0207"
"","79.0000","78.9636","0.0207"
"","79.1000","79.0637","0.0207"
"","79.2000","79.1636","0.0207"
"","79.3000","79.2637","0.0207"
"","79.4000","79.3637","0.0207"
"","79.5000","79.4637","0.0207"
"","79.6000","79.5637","0.0207"
"","79.7000","79.6637","0.0207"
"","79.8000","79.7637","0.0207"
"","79.9000","79.8637","0.0207"
"","80.0000","79.9638","0.0207"
"","80.1000","80.0637","0.0208"
"","80.2000","80.1636","0.0208"
"","80.3000","80.2636","0.0208"
"","80.4000","80.3637","0.0208"
"","80.5000","80.4636","0.0208"
"","80.6000","80.5637","0.0208"
"","80.7000","80.6636","0.0208"
"","80.8000","80.7636","0.0208"
"","80.9000","80.8637","0.0208"
"","81.0000","80.9637","0.0208"
"","81.1000","81.0637","0.0208"
"","81.2000","81.1637","0.0208"
"","81.3000","81.2637","0.0209"
"","81.4000","81.3637","0.0209"
"","81.5000","81.4637","0.0209"
"","81.6000","81.5637","0.0209"
"","81.7000","81.6638","0.0209"
"","81.8000","81.7637","0.0209"
"","81.9000","81.8637","0.0209"
"","82.0000","81.9636","0.0209"
"","82.1000","82.0636","0.0209"
"","82.2000","82.1636","0.0209"
"","82.3000","82.2637","0.0209"
"","82.4000","82.3636","0.0209"
"","82.5000","82.4637","0.0209"
"","82.6000","82.5636","0.0209"
"","82.7000","82.6636","0.0210"
"","82.8000","82.7636","0.0210"
"","82.9000","82.8637","0.0210"
"","83.0000","82.9638","0.0210"
"","83.1000","83.0637","0.0210"
"","83.2000","83.1637","0.0210"
"","83.3000","83.2637","0.0210"
"","83.4000","83.3637","0.0210"
"","83.5000","83.4635","0.0210"
"","83.6000","83.5637","0.0210"
"","83.7000","83.6636","0.0210"
"","83.8000","83.7637","0.0210"
"","83.9000","83.8636","0.0211"
"","84.0000","83.9636","0.0211"
"","84.1000","84.0637","0.0211"
"","84.2000","84.1637","0.0211"
"","84.3000","84.2636","0.0211"
"","84.4000","84.3636","0.0211"
"","84.5000","84.4636","0.0211"
"","84.6000","84.5637","0.0211"
"","84.7000","84.6638","0.0211"
"","84.8000","84.7637","0.0211"
"","84.9000","84.8637","0.0211"
"","85.0000","84.9636","0.0211"
"","85.1000","85.0637","0.0211"
"","85.2000","85.1635","0.0212"
"","85.3000","85.2637","0.0212"
"","85.4000","85.3635","0.0212"
"","85.5000","85.4637","0.0212"
"","85.6000","85.5638","0.0212"
"","85.7000","85.6638","0.0212"
"","85.8000","85.7637","0.0212"
"","85.9000","85.8638","0.0212"
"","86.0000","85.9636","0.0212"
"","86.1000","86.0637","0.0212"
"","86.2000","86.1637","0.0212"
"","86.3000","86.2637","0.0212"
"","86.4000","86.3637","0.0212"
"","86.5000","86.4636","0.0212"
"","86.6000","86.5636","0.0213"
"","86.7000","86.6636","0.0213"
"","86.8000","86.7636","0.0213"
"","86.9000","86.8636","0.0213"
"","87.0000","86.9637","0.0213"
"","87.1000","87.0635","0.0213"
"","87.2000","87.1638","0.0213"
"","87.3000","87.2637","0.0213"
"","87.4000","87.3637","0.0213"
"","87.5000","87.4637","0.0213"
"","87.6000","87.5638","0.0213"
"","87.7000","87.6636","0.0213"
"","87.8000","87.7637","0.0213"
"","87.9000","87.8636","0.0214"
"","88.0000","87.9636","0.0214"
"","88.1000","88.0637","0.0214"
"","88.2000","88.1636","0.0214"
"","88.3000","88.2637","0.0214"
"","88.4000","88.3637","0.0214"
"","88.5000","88.4636","0.0214"
"","88.6000","88.5636","0.0214"
"","88.7000","88.6637","0.0214"
"","88.8000","88.7637","0.0214"
"","88.9000","88.8637","0.0214"
"","89.0000","88.9637","0.0214"
"","89.1000","89.0638","0.0214"
"","89.2000","89.1637","0.0215"
"","89.3000","89.2636","0.0215"
"","89.4000","89.3637","0.0215"
"","89.5000","89.4636","0.0215"
"","89.6000","89.5636","0.0215"
"","89.7000","89.6637","0.0215"
"","89.8000","89.7636","0.0215"
"","89.9000","89.8636","0.0215"
"","90.0000","89.9637","0.0215"
"","90.1000","90.0637","0.0215"
"","90.2000","90.1637","0.0215"
"","90.3000","90.2637","0.0215"
"","90.4000","90.3637","0.0215"
"","90.5000","90.4637","0.0216"
"","90.6000","90.5637","0.0216"
"","90.7000","90.6637","0.0216"
"","90.8000","90.7636","0.0216"
"","90.9000","90.8637","0.0216"
"","91.0000","90.9636","0.0216"
"","91.1000","91.0637","0.0216"
"","91.2000","91.1636","0.0216"
"","91.3000","91.2637","0.0216"
"","91.4000","91.3636","0.0216"
"","91.5000","91.4637","0.0216"
"","91.6000","91.5636","0.0216"
"","91.7000","91.6637","0.0216"
"","91.8000","91.7637","0.0217"
"","91.9000","91.8638","0.0217"
"","92.0000","91.9637","0.0217"
"","92.1000","92.0637","0.0217"
"","92.2000","92.1637","0.0217"
"","92.3000","92.2637","0.0217"
"","92.4000","92.3637","0.0217"
"","92.5000","92.4636","0.0217"
"","92.6000","92.5636","0.0217"
"","92.7000","92.6636","0.0217"
"","92.8000","92.7637","0.0217"
"","92.9000","92.8636","0.0217"
"","93.0000","92.9636","0.0217"
"","93.1000","93.0636","0.0218"
"","93.2000","93.1636","0.0218"
"","93.3000","93.2637","0.0218"
"","93.4000","93.3638","0.0218"
"","93.5000","93.4636","0.0218"
"","93.6000","93.5637","0.0218"
"","93.7000","93.6637","0.0218"
"","93.8000","93.7636","0.0218"
"","93.9000","93.8636","0.0218"
"","94.0000","93.9636","0.0218"
"","94.1000","94.0636","0.0218"
"","94.2000","94.1637","0.0218"
"","94.3000","94.2636","0.0219"
"","94.4000","94.3635","0.0219"
"","94.5000","94.4637","0.0219"
"","94.6000","94.5637","0.0219"
"","94.7000","94.6637","0.0219"
"","94.8000","94.7637","0.0219"
"","94.9000","94.8637","0.0219"
"","95.0000","94.9637","0.0219"
"","95.1000","95.0638","0.0219"
"","95.2000","95.1638","0.0219"
"","95.3000","95.2637","0.0219"
"","95.4000","95.3636","0.0219"
"","95.5000","95.4635","0.0219"
"","95.6000","95.5637","0.0219"
"","95.7000","95.6636","0.0219"
"","95.8000","95.7637","0.0220"
"","95.9000","95.8636","0.0220"
"","96.0000","95.9637","0.0220"
"","96.1000","96.0636","0.0220"
"","96.2000","96.1637","0.0220"
"","96.3000","96.2636","0.0220"
"","96.4000","96.3637","0.0220"
"","96.5000","96.4637","0.0220"
"","96.6000","96.5637","0.0220"
"","96.7000","96.6637","0.0220"
"","96.8000","96.7636","0.0220"
"","96.9000","96.8636","0.0220"
"","97.0000","96.9636","0.0221"
"","97.1000","97.0637","0.0221"
"","97.2000","97.1636","0.0221"
"","97.3000","97.2637","0.0221"
"","97.4000","97.3636","0.0221"
"","97.5000","97.4637","0.0221"
"","97.6000","97.5636","0.0221"
"","97.7000","97.6637","0.0221"
"","97.8000","97.7637","0.0221"
"","97.9000","97.8637","0.0221"
"","98.0000","97.9636","0.0221"
"","98.1000","98.0636","0.0221"
"","98.2000","98.1638","0.0221"
"","98.3000","98.2637","0.0222"
"","98.4000","98.3637","0.0222"
"","98.5000","98.4635","0.0222"
"","98.6000","98.5638","0.0222"
"","98.7000","98.6635","0.0222"
"","98.8000","98.7636","0.0222"
"","98.9000","98.8637","0.0222"
"","99.0000","98.9638","0.0222"
"","99.1000","99.0636","0.0222"
"","99.2000","99.1637","0.0222"
"","99.3000","99.2636","0.0222"
"","99.4000","99.3637","0.0222"
"","99.5000","99.4637","0.0223"
"","99.6000","99.5638","0.0223"
"","99.7000","99.6638","0.0223"
"","99.8000","99.7636","0.0223"
"","99.9000","99.8636","0.0223"
"","100.0000","99.9636","0.0223"
"","100.1000","100.0637","0.0223"
"","100.2000","100.1636","0.0223"
"","100.3000","100.2638","0.0223"
"","100.4000","100.3637","0.0223"
"","100.5000","100.4637","0.0223"
"","100.6000","100.5636","0.0223"
"","100.7000","100.6636","0.0223"
"","100.8000","100.7636","0.0224"
"","100.9000","100.8637","0.0224"
"","101.0000","100.9637","0.0224"
"","101.1000","101.0638","0.0224"
"","101.2000","101.1638","0.0224"
"","101.3000","101.2636","0.0224"
"","101.4000","101.3636","0.0224"
"","101.5000","101.4636","0.0224"
"","101.6000","101.5636","0.0224"
"","101.7000","101.6636","0.0224"
"","101.8000","101.7636","0.0224"
"","101.9000","101.8636","0.0224"
"","102.0000","101.9637","0.0224"
"","102.1000","102.0636","0.0225"
"","102.2000","102.1637","0.0225"
"","102.3000","102.2637","0.0225"
"","102.4000","102.3637","0.0225"
"","102.5000","102.4637","0.0225"
"","102.6000","102.5637","0.0225"
"","102.7000","102.6637","0.0225"
"","102.8000","102.7637","0.0225"
"","102.9000","102.8637","0.0225"
"","103.0000","102.9636","0.0225"
"","103.1000","103.0636","0.0225"
"","103.2000","103.1635","0.0225"
"","103.3000","103.2636","0.0226"
"","103.4000","103.3636","0.0226"
"","103.5000","103.4637","0.0226"
"","103.6000","103.5637","0.0226"
"","103.7000","103.6637","0.0226"
"","103.8000","103.7637","0.0226"
"","103.9000","103.8636","0.0226"
"","104.0000","103.9637","0.0226"
"","104.1000","104.0638","0.0226"
"","104.2000","104.1638","0.0226"
"","104.3000","104.2636","0.0226"
"","104.4000","104.3637","0.0226"
"","104.5000","104.4636","0.0226"
"","104.6000","104.5636","0.0227"
"","104.7000","104.6636","0.0227"
"","104.8000","104.7638","0.0227"
"","104.9000","104.8636","0.0227"
"","105.0000","104.9637","0.0227"
"","105.1000","105.0636","0.0227"
"","105.2000","105.1637","0.0227"
"","105.3000","105.2637","0.0227"
"","105.4000","105.3637","0.0227"
"","105.5000","105.4637","0.0227"
"","105.6000","105.5636","0.0227"
"","105.7000","105.6637","0.0227"
"","105.8000","105.7635","0.0227"
"","105.9000","105.8637","0.0227"
"","106.0000","105.9636","0.0228"
"","106.1000","106.0637","0.0228"
"","106.2000","106.1636","0.0228"
"","106.3000","106.2638","0.0228"
"","106.4000","106.3635","0.0228"
"","106.5000","106.4637","0.0228"
"","106.6000","106.5636","0.0228"
"","106.7000","106.6637","0.0228"
"","106.8000","106.7637","0.0228"
"","106.9000","106.8637","0.0228"
"","107.0000","106.9637","0.0228"
"","107.1000","107.0637","0.0228"
"","107.2000","107.1637","0.0228"
"","107.3000","107.2637","0.0229"
"","107.4000","107.3636","0.0229"
"","107.5000","107.4636","0.0229"
"","107.6000","107.5636","0.0229"
"","107.7000","107.6636","0.0229"
"","107.8000","107.7637","0.0229"
"","107.9000","107.8636","0.0229"
"","108.0000","107.9637","0.0229"
"","108.1000","108.0637","0.0229"
"","108.2000","108.1636","0.0229"
"","108.3000","108.2636","0.0229"
"","108.4000","108.3636","0.0229"
"","108.5000","108.4636","0.0230"
"","108.6000","108.5639","0.0230"
"","108.7000","108.6638","0.0230"
"","108.8000","108.7637","0.0230"
"","108.9000","108.8637","0.0230"
"","109.0000","108.9635","0.0230"
"","109.1000","109.0636","0.0230"
"","109.2000","109.1636","0.0230"
"","109.3000","109.2636","0.0230"
"","109.4000","109.3637","0.0230"
"","109.5000","109.4637","0.0230"
"","109.6000","109.5636","0.0230"
"","109.7000","109.6637","0.0231"
"","109.8000","109.7637","0.0231"
"","109.9000","109.8636","0.0231"
"","110.0000","109.9637","0.0231"
"","110.1000","110.0638","0.0231"
"","110.2000","110.1637","0.0231"
"","110.3000","110.2636","0.0231"
"","110.4000","110.3637","0.0231"
"","110.5000","110.4636","0.0231"
"","110.6000","110.5637","0.0231"
"","110.7000","110.6636","0.0231"
"","110.8000","110.7636","0.0231"
"","110.9000","110.8636","0.0232"
"","111.0000","110.9636","0.0232"
"","111.1000","111.0637","0.0232"
"","111.2000","111.1637","0.0232"
"","111.3000","111.2637","0.0232"
"","111.4000","111.3637","0.0232"
"","111.5000","111.4637","0.0232"
"","111.6000","111.5637","0.0232"
"","111.7000","111.6638","0.0232"
"","111.8000","111.7637","0.0232"
"","111.9000","111.8637","0.0233"
"","112.0000","111.9636","0.0232"
"","112.1000","112.0637","0.0233"
"","112.2000","112.1635","0.0233"
"","112.3000","112.2637","0.0233"
"","112.4000","112.3637","0.0233"
"","112.5000","112.4637","0.0233"
"","112.6000","112.5636","0.0233"
"","112.7000","112.6637","0.0233"
"","112.8000","112.7636","0.0233"
"","112.9000","112.8637","0.0233"
"","113.0000","112.9637","0.0233"
"","113.1000","113.0637","0.0233"
"","113.2000","113.1638","0.0233"
"","113.3000","113.2636","0.0234"
"","113.4000","113.3636","0.0234"
"","113.5000","113.4635","0.0234"
"","113.6000","113.5637","0.0234"
"","113.7000","113.6636","0.0234"
"","113.8000","113.7637","0.0234"
"","113.9000","113.8636","0.0234"
"","114.0000","113.9637","0.0234"
"","114.1000","114.0636","0.0234"
"","114.2000","114.1638","0.0234"
"","114.3000","114.2636","0.0234"
"","114.4000","114.3637","0.0235"
"","114.5000","114.4637","0.0235"
"","114.6000","114.5637","0.0235"
"","114.7000","114.6637","0.0235"
"","114.8000","114.7637","0.0235"
"","114.9000","114.8637","0.0235"
"","115.0000","114.9636","0.0235"
"","115.1000","115.0636","0.0235"
"","115.2000","115.1636","0.0235"
"","115.3000","115.2636","0.0235"
"","115.4000","115.3636","0.0235"
"","115.5000","115.4637","0.0235"
"","115.6000","115.5636","0.0235"
"","115.7000","115.6638","0.0236"
"","115.8000","115.7638","0.0236"
"","115.9000","115.8637","0.0236"
"","116.0000","115.9636","0.0236"
"","116.1000","116.0636","0.0236"
"","116.2000","116.1637","0.0236"
"","116.3000","116.2636","0.0236"
"","116.4000","116.3638","0.0236"
"","116.5000","116.4636","0.0236"
"","116.6000","116.5637","0.0236"
"","116.7000","116.6636","0.0236"
"","116.8000","116.7636","0.0236"
"","116.9000","116.8636","0.0237"
"","117.0000","116.9637","0.0237"
"","117.1000","117.0636","0.0237"
"","117.2000","117.1637","0.0237"
"","117.3000","117.2637","0.0237"
"","117.4000","117.3637","0.0237"
"","117.5000","117.4637","0.0237"
"","117.6000","117.5638","0.0237"
"","117.7000","117.6637","0.0237"
"","117.8000","117.7637","0.0237"
"","117.9000","117.8636","0.0237"
"","118.0000","117.9636","0.0238"
"","118.1000","118.0638","0.0237"
"","118.2000","118.1636","0.0238"
"","118.3000","118.2637","0.0238"
"","118.4000","118.3635","0.0238"
"","118.5000","118.4636","0.0238"
"","118.6000","118.5636","0.0238"
"","118.7000","118.6637","0.0238"
"","118.8000","118.7637","0.0238"
"","118.9000","118.8637","0.0238"
"","119.0000","118.9637","0.0238"
"","119.1000","119.0637","0.0239"
"","119.2000","119.1638","0.0239"
"","119.3000","119.2636","0.0239"
"","119.4000","119.3637","0.0239"
"","119.5000","119.4637","0.0239"
"","119.6000","119.5636","0.0239"
"","119.7000","119.6636","0.0239"
"","119.8000","119.7636","0.0239"
"","119.9000","119.8635","0.0239"
"","120.0000","119.9637","0.0239"
"","120.1000","120.0637","0.0239"
"","120.2000","120.1637","0.0239"
"","120.3000","120.2637","0.0239"
"","120.4000","120.3637","0.0240"
"","120.5000","120.4638","0.0240"
"","120.6000","120.5638","0.0240"
"","120.7000","120.6638","0.0240"
"","120.8000","120.7636","0.0240"
"","120.9000","120.8637","0.0240"
"","121.0000","120.9635","0.0240"
"","121.1000","121.0636","0.0240"
"","121.2000","121.1636","0.0240"
"","121.3000","121.2637","0.0240"
"","121.4000","121.3637","0.0240"
"","121.5000","121.4637","0.0240"
"","121.6000","121.5637","0.0241"
"","121.7000","121.6637","0.0241"
"","121.8000","121.7637","0.0241"
"","121.9000","121.8637","0.0241"
"","122.0000","121.9637","0.0241"
"","122.1000","122.0637","0.0241"
"","122.2000","122.1638","0.0241"
"","122.3000","122.2637","0.0241"
"","122.4000","122.3636","0.0241"
"","122.5000","122.4636","0.0241"
"","122.6000","122.5637","0.0241"
"","122.7000","122.6636","0.0241"
"","122.8000","122.7636","0.0242"
"","122.9000","122.8636","0.0242"
"","123.0000","122.9637","0.0242"
"","123.1000","123.0636","0.0242"
"","123.2000","123.1637","0.0242"
"","123.3000","123.2636","0.0242"
"","123.4000","123.3638","0.0242"
"","123.5000","123.4636","0.0242"
"","123.6000","123.5637","0.0242"
"","123.7000","123.6637","0.0242"
"","123.8000","123.7636","0.0242"
"","123.9000","123.8636","0.0243"
"","124.0000","123.9637","0.0243"
"","124.1000","124.0637","0.0243"
"","124.2000","124.1637","0.0243"
"","124.3000","124.2637","0.0243"
"","124.4000","124.3636","0.0243"
"","124.5000","124.4637","0.0243"
"","124.6000","124.5636","0.0243"
"","124.7000","124.6637","0.0243"
"","124.8000","124.7636","0.0243"
"","124.9000","124.8637","0.0243"
"","125.0000","124.9637","0.0243"
"","125.1000","125.0637","0.0244"
"","125.2000","125.1637","0.0244"
"","125.3000","125.2637","0.0244"
"","125.4000","125.3637","0.0244"
"","125.5000","125.4636","0.0244"
"","125.6000","125.5637","0.0244"
"","125.7000","125.6636","0.0244"
"","125.8000","125.7637","0.0244"
"","125.9000","125.8637","0.0244"
"","126.0000","125.9636","0.0244"
"","126.1000","126.0636","0.0244"
"","126.2000","126.1636","0.0244"
"","126.3000","126.2637","0.0245"
"","126.4000","126.3638","0.0245"
"","126.5000","126.4638","0.0245"
"","126.6000","126.5637","0.0245"
"","126.7000","126.6638","0.0245"
"","126.8000","126.7636","0.0245"
"","126.9000","126.8637","0.0245"
"","127.0000","126.9636","0.0245"
"","127.1000","127.0636","0.0245"
"","127.2000","127.1637","0.0245"
"","127.3000","127.2637","0.0245"
"","127.4000","127.3636","0.0246"
"","127.5000","127.4637","0.0246"
"","127.6000","127.5635","0.0246"
"","127.7000","127.6637","0.0246"
"","127.8000","127.7637","0.0246"
"","127.9000","127.8636","0.0246"
"","128.0000","127.9637","0.0246"
"","128.1000","128.0636","0.0246"
"","128.2000","128.1638","0.0246"
"","128.3000","128.2637","0.0246"
"","128.4000","128.3637","0.0246"
"","128.5000","128.4636","0.0246"
"","128.6000","128.5636","0.0247"
"","128.7000","128.6635","0.0247"
"","128.8000","128.7635","0.0247"
"","128.9000","128.8636","0.0247"
"","129.0000","128.9637","0.0247"
"","129.1000","129.0636","0.0247"
"","129.2000","129.1637","0.0247"
"","129.3000","129.2637","0.0247"
"","129.4000","129.3636","0.0247"
"","129.5000","129.4637","0.0247"
"","129.6000","129.5638","0.0247"
"","129.7000","129.6637","0.0248"
"","129.8000","129.7636","0.0248"
"","129.9000","129.8636","0.0248"
"","130.0000","129.9636","0.0248"
"","130.1000","130.0636","0.0248"
"","130.2000","130.1636","0.0248"
"","130.3000","130.2637","0.0248"
"","130.4000","130.3636","0.0248"
"","130.5000","130.4637","0.0248"
"","130.6000","130.5636","0.0248"
"","130.7000","130.6638","0.0248"
"","130.8000","130.7637","0.0248"
"","130.9000","130.8637","0.0249"
"","131.0000","130.9638","0.0249"
"","131.1000","131.0638","0.0249"
"","131.2000","131.1637","0.0249"
"","131.3000","131.2636","0.0249"
"","131.4000","131.3636","0.0249"
"","131.5000","131.4636","0.0249"
"","131.6000","131.5637","0.0249"
"","131.7000","131.6637","0.0249"
"","131.8000","131.7638","0.0249"
"","131.9000","131.8636","0.0249"
"","132.0000","131.9636","0.0250"
"","132.1000","132.0636","0.0250"
"","132.2000","132.1637","0.0250"
"","132.3000","132.2636","0.0250"
"","132.4000","132.3637","0.0250"
"","132.5000","132.4637","0.0250"
"","132.6000","132.5636","0.0250"
"","132.7000","132.6637","0.0250"
"","132.8000","132.7636","0.0250"
"","132.9000","132.8637","0.0250"
"","133.0000","132.9636","0.0251"
"","133.1000","133.0637","0.0251"
"","133.2000","133.1636","0.0251"
"","133.3000","133.2636","0.0251"
"","133.4000","133.3637","0.0251"
"","133.5000","133.4637","0.0251"
"","133.6000","133.5637","0.0251"
"","133.7000","133.6636","0.0251"
"","133.8000","133.7636","0.0251"
"","133.9000","133.8637","0.0251"
"","134.0000","133.9637","0.0251"
"","134.1000","134.0637","0.0252"
"","134.2000","134.1637","0.0252"
"","134.3000","134.2637","0.0252"
"","134.4000","134.3637","0.0252"
"","134.5000","134.4636","0.0252"
"","134.6000","134.5636","0.0252"
"","134.7000","134.6636","0.0252"
"","134.8000","134.7637","0.0252"
"","134.9000","134.8636","0.0252"
"","135.0000","134.9637","0.0252"
"","135.1000","135.0636","0.0252"
"","135.2000","135.1636","0.0253"
"","135.3000","135.2637","0.0253"
"","135.4000","135.3637","0.0253"
"","135.5000","135.4637","0.0253"
"","135.6000","135.5637","0.0253"
"","135.7000","135.6637","0.0253"
"","135.8000","135.7636","0.0253"
"","135.9000","135.8637","0.0253"
"","136.0000","135.9636","0.0253"
"","136.1000","136.0636","0.0253"
"","136.2000","136.1637","0.0254"
"","136.3000","136.2636","0.0254"
"","136.4000","136.3636","0.0254"
"","136.5000","136.4636","0.0254"
"","136.6000","136.5637","0.0254"
"","136.7000","136.6637","0.0254"
"","136.8000","136.7637","0.0254"
"","136.9000","136.8637","0.0254"
"","137.0000","136.9637","0.0254"
"","137.1000","137.0637","0.0254"
"","137.2000","137.1638","0.0254"
"","137.3000","137.2636","0.0255"
"","137.4000","137.3637","0.0255"
"","137.5000","137.4636","0.0255"
"","137.6000","137.5636","0.0255"
"","137.7000","137.6636","0.0255"
"","137.8000","137.7637","0.0255"
"","137.9000","137.8636","0.0255"
"","138.0000","137.9637","0.0255"
"","138.1000","138.0636","0.0255"
"","138.2000","138.1637","0.0255"
"","138.3000","138.2636","0.0256"
"","138.4000","138.3637","0.0256"
"","138.5000","138.4637","0.0256"
"","138.6000","138.5637","0.0256"
"","138.7000","138.6639","0.0256"
"","138.8000","138.7637","0.0256"
"","138.9000","138.8637","0.0256"
"","139.0000","138.9635","0.0256"
"","139.1000","139.0636","0.0256"
"","139.2000","139.1634","0.0256"
"","139.3000","139.2637","0.0257"
"","139.4000","139.3637","0.0257"
"","139.5000","139.4637","0.0257"
"","139.6000","139.5636","0.0257"
"","139.7000","139.6637","0.0257"
"","139.8000","139.7636","0.0257"
"","139.9000","139.8636","0.0257"
"","140.0000","139.9638","0.0257"
"","140.1000","140.0637","0.0257"
"","140.2000","140.1637","0.0257"
"","140.3000","140.2637","0.0258"
"","140.4000","140.3636","0.0258"
"","140.5000","140.4636","0.0258"
"","140.6000","140.5637","0.0258"
"","140.7000","140.6637","0.0258"
"","140.8000","140.7637","0.0258"
"","140.9000","140.8636","0.0258"
"","141.0000","140.9637","0.0258"
"","141.1000","141.0636","0.0258"
"","141.2000","141.1638","0.0258"
"","141.3000","141.2636","0.0258"
"","141.4000","141.3637","0.0259"
"","141.5000","141.4636","0.0259"
"","141.6000","141.5637","0.0259"
"","141.7000","141.6637","0.0259"
"","141.8000","141.7637","0.0259"
"","141.9000","141.8637","0.0259"
"","142.0000","141.9636","0.0259"
"","142.1000","142.0636","0.0259"
"","142.2000","142.1637","0.0259"
"","142.3000","142.2636","0.0259"
"","142.4000","142.3636","0.0260"
"","142.5000","142.4636","0.0260"
"","142.6000","142.5637","0.0260"
"","142.7000","142.6637","0.0260"
"","142.8000","142.7636","0.0260"
"","142.9000","142.8636","0.0260"
"","143.0000","142.9637","0.0260"
"","143.1000","143.0638","0.0260"
"","143.2000","143.1638","0.0260"
"","143.3000","143.2636","0.0260"
"","143.4000","143.3637","0.0261"
"","143.5000","143.4636","0.0261"
"","143.6000","143.5637","0.0261"
"","143.7000","143.6636","0.0261"
"","143.8000","143.7637","0.0261"
"","143.9000","143.8636","0.0261"
"","144.0000","143.9636","0.0261"
"","144.1000","144.0635","0.0261"
"","144.2000","144.1637","0.0261"
"","144.3000","144.2638","0.0261"
"","144.4000","144.3637","0.0262"
"","144.5000","144.4636","0.0262"
"","144.6000","144.5638","0.0262"
"","144.7000","144.6637","0.0262"
"","144.8000","144.7637","0.0262"
"","144.9000","144.8637","0.0262"
"","145.0000","144.9637","0.0262"
"","145.1000","145.0637","0.0262"
"","145.2000","145.1636","0.0262"
"","145.3000","145.2637","0.0263"
"","145.4000","145.3636","0.0263"
"","145.5000","145.4637","0.0263"
"","145.6000","145.5637","0.0263"
"","145.7000","145.6637","0.0263"
"","145.8000","145.7636","0.0263"
"","145.9000","145.8637","0.0263"
